-3.14159265359 11.0710377317
-3.12413936107 11.0719513288
-3.10668606855 11.0746890595
-3.08923277603 11.0792417517
-3.07177948351 11.0855941494
-3.05432619099 11.0937249603
-3.03687289847 11.1036069207
-3.01941960595 11.1152068798
-3.00196631343 11.1284859012
-2.98451302091 11.1433993832
-2.96705972839 11.1598971957
-2.94960643587 11.1779238348
-2.93215314335 11.1974185942
-2.91469985083 11.2183157517
-2.89724655831 11.2405447728
-2.87979326579 11.264030528
-2.86233997327 11.2886935255
-2.84488668075 11.3144501572
-2.82743338823 11.3412129575
-2.80998009571 11.3688908747
-2.79252680319 11.397389554
-2.77507351067 11.4266116309
-2.75762021815 11.4564570344
-2.74016692563 11.4868232991
-2.72271363311 11.517605886
-2.70526034059 11.5486985092
-2.68780704807 11.5799934699
-2.67035375555 11.6113819947
-2.65290046303 11.642754579
-2.63544717051 11.6740013325
-2.61799387799 11.7050123279
-2.60054058547 11.73567795
-2.58308729295 11.7658892456
-2.56563400043 11.7955382718
-2.54818070791 11.8245184433
-2.53072741539 11.8527248758
-2.51327412287 11.880054726
-2.49582083035 11.906407527
-2.47836753783 11.9316855167
-2.46091424531 11.9557939608
-2.44346095279 11.9786414662
-2.42600766027 12.0001402874
-2.40855436775 12.0202066218
-2.39110107523 12.0387608948
-2.37364778271 12.0557280344
-2.35619449019 12.0710377317
-2.33874119767 12.08462469
-2.32128790515 12.0964288593
-2.30383461263 12.1063956564
-2.28638132011 12.1144761697
-2.26892802759 12.1206273481
-2.25147473507 12.124812174
-2.23402144255 12.1269998184
-2.21656815003 12.1271657792
-2.19911485751 12.1252920013
-2.18166156499 12.1213669783
-2.16420827247 12.1153858355
-2.14675497995 12.1073503942
-2.12930168743 12.097269216
-2.11184839491 12.0851576287
-2.09439510239 12.0710377317
-2.07694180987 12.0549383819
-2.05948851735 12.0368951608
-2.04203522483 12.0169503202
-2.02458193231 11.9951527103
-2.00712863979 11.9715576865
-1.98967534727 11.9462269985
-1.97222205475 11.9192286592
-1.95476876223 11.8906367956
-1.93731546971 11.8605314808
-1.91986217719 11.828998549
-1.90240888467 11.7961293916
-1.88495559215 11.7620207373
-1.86750229963 11.7267744158
-1.85004900711 11.6904971052
-1.83259571459 11.653300064
-1.81514242207 11.6152988496
-1.79768912955 11.5766130221
-1.78023583703 11.5373658355
-1.76278254451 11.4976839167
-1.74532925199 11.4576969332
-1.72787595947 11.4175372501
-1.71042266695 11.3773395778
-1.69296937443 11.3372406115
-1.67551608191 11.297378662
-1.65806278939 11.257893281
-1.64060949687 11.21892488
-1.62315620435 11.1806143451
-1.60570291183 11.143102648
-1.58824961931 11.1065304545
-1.57079632679 11.0710377317
-1.55334303427 11.0367633548
-1.53588974176 11.0038447148
-1.51843644924 10.9724173275
-1.50098315672 10.9426144459
-1.4835298642 10.9145666763
-1.46607657168 10.8884015998
-1.44862327916 10.8642433993
-1.43116998664 10.8422124936
-1.41371669412 10.8224251807
-1.3962634016 10.8049932885
-1.37881010908 10.7900238375
-1.36135681656 10.7776187126
-1.34390352404 10.7678743487
